Number,#,Position F1,Position F2,Assign F1,Assign F2,Height,Volume,Line Width F1 (Hz),Line Width F2 (Hz),Merit,Details,Fit Method,Vol. Method
31,31,25.39813,200.24132,,,6.10E+09,5.20E+10,270.42188,1840.57697,1,None,parabolic,box sum
32,32,19.59396,200.22186,,,6.94E+09,5.95E+10,266.66972,1042.07703,1,None,parabolic,box sum
33,33,172.61287,200.01768,,,5.41E+09,4.43E+10,206.70537,882.85526,1,None,parabolic,box sum
34,34,23.47712,200.02153,,,3.94E+09,3.36E+10,445.35907,703.41495,1,None,parabolic,box sum
35,35,18.60786,199.99193,,,4.07E+09,3.31E+10,441.44079,230.89777,1,None,parabolic,box sum
36,36,53.05108,199.83638,,,3.56E+09,2.97E+10,250.53738,281.90486,1,None,parabolic,box sum
37,37,34.0422,199.87479,,,3.75E+09,3.14E+10,318.71385,405.82323,1,None,parabolic,box sum
38,38,33.20819,199.76694,,,3.45E+09,2.74E+10,326.83376,281.10561,1,None,parabolic,box sum
39,39,24.48199,199.8929,,,3.39E+09,2.77E+10,465.66129,384.13522,1,None,parabolic,box sum
40,40,24.02686,199.75706,,,4.18E+09,3.47E+10,445.24425,906.42033,1,None,parabolic,box sum
41,41,59.77577,199.58972,,,3.35E+09,2.43E+10,188.48992,173.29128,1,None,parabolic,box sum
42,42,59.25156,199.64421,,,3.33E+09,2.53E+10,188.73176,785.06255,1,None,parabolic,box sum
43,43,40.72861,199.56336,,,3.41E+09,2.82E+10,261.45431,1173.97629,1,None,parabolic,box sum
44,44,30.96975,199.54262,,,3.36E+09,2.76E+10,428.87252,512.62342,1,None,parabolic,box sum
45,45,28.03239,199.69971,,,4.14E+09,3.57E+10,325.11891,1126.84097,1,None,parabolic,box sum
46,46,26.67857,199.62381,,,3.55E+09,2.71E+10,384.76508,189.70252,1,None,parabolic,box sum
47,47,25.78193,199.62142,,,5.81E+09,5.02E+10,224.59226,1017.01613,1,None,parabolic,box sum
48,48,25.43773,199.69497,,,5.49E+09,4.80E+10,230.0837,1862.31892,1,None,parabolic,box sum
49,49,23.21512,199.61898,,,3.76E+09,3.19E+10,522.07318,565.07423,1,None,parabolic,box sum
50,50,173.54572,199.33765,,,3.33E+09,2.66E+10,449.51612,181.51453,1,None,parabolic,box sum
51,51,53.66329,199.37438,,,3.38E+09,2.53E+10,113.84243,324.22114,1,None,parabolic,box sum
52,52,52.82539,199.43277,,,3.95E+09,3.14E+10,168.40511,236.18976,1,None,parabolic,box sum
53,53,34.70496,199.33564,,,3.78E+09,2.83E+10,291.39099,147.84262,1,None,parabolic,box sum
54,54,30.29325,199.3553,,,3.59E+09,2.70E+10,100.45825,526.5512,1,None,parabolic,box sum
55,55,28.67755,199.16134,,,3.38E+09,2.74E+10,388.53923,849.72031,1,None,parabolic,box sum
56,56,23.87398,199.20744,,,4.25E+09,3.58E+10,156.69426,904.32955,1,None,parabolic,box sum
57,57,19.62454,199.20129,,,7.71E+09,6.37E+10,239.24914,372.99187,1,None,parabolic,box sum
58,58,15.30088,199.17922,,,3.58E+09,2.87E+10,124.59325,394.54445,1,None,parabolic,box sum
59,59,173.22299,199.10474,,,3.45E+09,2.79E+10,589.08443,892.1721,1,None,parabolic,box sum
60,60,172.70151,198.97208,,,4.58E+09,3.79E+10,412.03115,1910.21103,1,None,parabolic,box sum
61,61,171.77586,199.06977,,,4.59E+09,3.85E+10,411.58717,419.38817,1,None,parabolic,box sum
62,62,40.9449,199.05604,,,4.34E+09,3.37E+10,261.20026,223.96465,1,None,parabolic,box sum
63,63,31.93209,198.97811,,,3.34E+09,2.66E+10,142.87526,804.01147,1,None,parabolic,box sum
64,64,25.91415,199.07286,,,5.72E+09,4.81E+10,277.31305,854.55816,1,None,parabolic,box sum
65,65,20.31341,199.01231,,,3.65E+09,3.05E+10,391.23609,759.889,1,None,parabolic,box sum
66,66,172.06191,198.91622,,,4.14E+09,3.50E+10,476.22279,719.5594,1,None,parabolic,box sum
67,67,48.84616,198.7432,,,3.26E+09,2.29E+10,86.82491,132.38627,1,None,parabolic,box sum
68,68,40.37816,198.83899,,,5.00E+09,4.12E+10,228.92825,1764.81289,1,None,parabolic,box sum
69,69,34.08032,198.75428,,,3.32E+09,2.58E+10,87.25973,415.48987,1,None,parabolic,box sum
70,70,28.0521,198.8481,,,4.78E+09,3.96E+10,154.62275,593.75261,1,None,parabolic,box sum
71,71,25.52805,198.91963,,,5.84E+09,4.97E+10,260.95109,1841.84186,1,None,parabolic,box sum
72,72,23.5859,198.85908,,,3.83E+09,3.13E+10,276.28707,697.07686,1,None,parabolic,box sum
73,73,172.80975,198.72935,,,4.44E+09,3.69E+10,430.64234,1899.98157,1,None,parabolic,box sum
74,74,171.516,198.63902,,,4.01E+09,3.26E+10,446.68735,287.17627,1,None,parabolic,box sum
75,75,26.92215,198.6735,,,3.27E+09,2.47E+10,1017.73465,174.64795,1,None,parabolic,box sum
76,76,26.34027,198.68667,,,4.09E+09,3.31E+10,318.31812,472.80728,1,None,parabolic,box sum
77,77,19.00354,198.55424,,,5.28E+09,4.62E+10,349.67407,778.44773,1,None,parabolic,box sum
78,78,59.10398,198.43482,,,3.38E+09,2.71E+10,101.7847,500.6827,1,None,parabolic,box sum
79,79,33.60413,198.39792,,,3.25E+09,2.51E+10,153.33051,515.61375,1,None,parabolic,box sum
80,80,24.75225,198.52283,,,3.53E+09,2.53E+10,611.28472,143.17701,1,None,parabolic,box sum
81,81,22.93345,198.42125,,,3.66E+09,3.06E+10,431.11502,584.59579,1,None,parabolic,box sum
82,82,173.23627,198.19755,,,3.64E+09,2.97E+10,516.16218,883.89005,1,None,parabolic,box sum
83,83,52.64694,198.32003,,,3.28E+09,2.63E+10,595.69224,556.70921,1,None,parabolic,box sum
84,84,28.7902,198.28207,,,3.97E+09,3.15E+10,265.10387,552.97768,1,None,parabolic,box sum
85,85,25.71323,198.20232,,,5.19E+09,4.42E+10,242.99153,1721.75624,1,None,parabolic,box sum
86,86,25.18849,198.20293,,,4.14E+09,3.45E+10,265.11364,1547.47968,1,None,parabolic,box sum
87,87,19.1306,198.34566,,,5.14E+09,4.38E+10,361.53148,1119.09071,1,None,parabolic,box sum
88,88,172.21536,198.13521,,,4.53E+09,3.77E+10,424.50233,421.50335,1,None,parabolic,box sum
89,89,58.82872,197.96114,,,3.53E+09,2.83E+10,138.55393,195.05675,1,None,parabolic,box sum
90,90,40.03296,198.06481,,,5.45E+09,4.28E+10,218.23117,173.61406,1,None,parabolic,box sum
91,91,33.73981,198.03774,,,3.50E+09,2.86E+10,192.19811,521.67725,1,None,parabolic,box sum
92,92,33.20483,197.97163,,,3.25E+09,2.40E+10,196.34845,149.22489,1,None,parabolic,box sum
93,93,32.25692,198.11677,,,3.43E+09,2.84E+10,213.78036,241.7095,1,None,parabolic,box sum
94,94,28.03627,198.01023,,,4.40E+09,3.71E+10,275.99638,1113.99299,1,None,parabolic,box sum
95,95,23.20297,198.06828,,,3.34E+09,2.79E+10,354.43755,580.87974,1,None,parabolic,box sum
96,96,19.76554,198.02975,,,5.69E+09,4.70E+10,330.67875,1542.16333,1,None,parabolic,box sum
97,97,171.93737,197.81374,,,4.50E+09,3.56E+10,277.15244,930.08345,1,None,parabolic,box sum
98,98,23.98469,197.85678,,,4.01E+09,3.49E+10,334.84863,911.96806,1,None,parabolic,box sum
99,99,27.89565,197.74558,,,4.35E+09,3.49E+10,192.43995,1131.35009,1,None,parabolic,box sum
100,100,19.35344,197.69909,,,4.48E+09,3.89E+10,335.96256,3193.92215,1,None,parabolic,box sum
101,101,59.34765,197.47446,,,3.34E+09,2.50E+10,97.8249,197.4258,1,None,parabolic,box sum
102,102,55.47391,197.38506,,,3.35E+09,2.57E+10,155.62186,153.4704,1,None,parabolic,box sum
103,103,40.52914,197.38259,,,4.56E+09,3.73E+10,170.25187,1948.71494,1,None,parabolic,box sum
104,104,25.98286,197.37593,,,4.45E+09,3.72E+10,474.65328,1595.99614,1,None,parabolic,box sum
105,105,23.5549,197.46524,,,3.72E+09,3.00E+10,863.20473,709.41157,1,None,parabolic,box sum
106,106,21.94722,197.47174,,,5.30E+09,3.81E+10,73.4725,167.13535,1,None,parabolic,box sum
107,107,20.35446,197.37847,,,3.38E+09,2.64E+10,348.56259,991.50748,1,None,parabolic,box sum
108,108,15.65828,197.42048,,,3.68E+09,2.79E+10,91.08274,219.19532,1,None,parabolic,box sum
109,109,26.45329,197.36974,,,3.46E+09,2.71E+10,848.6138,722.31419,1,None,parabolic,box sum
110,110,25.48914,197.20984,,,4.85E+09,4.15E+10,331.35297,2835.15306,1,None,parabolic,box sum
111,111,19.66183,197.25182,,,4.69E+09,4.15E+10,316.27837,2053.15538,1,None,parabolic,box sum
112,112,172.82344,197.06395,,,4.16E+09,3.46E+10,529.743,1905.70401,1,None,parabolic,box sum
113,113,40.36683,196.98551,,,4.25E+09,3.53E+10,223.80078,1510.37227,1,None,parabolic,box sum
114,114,28.79513,197.00055,,,4.64E+09,3.52E+10,253.41012,195.82531,1,None,parabolic,box sum
115,115,24.53441,197.14012,,,3.51E+09,2.69E+10,392.25963,168.81642,1,None,parabolic,box sum
116,116,172.19364,196.81345,,,4.29E+09,3.65E+10,400.44489,948.86006,1,None,parabolic,box sum
117,117,30.93928,196.91713,,,3.78E+09,3.03E+10,128.01807,193.4234,1,None,parabolic,box sum
118,118,28.27431,196.81681,,,3.62E+09,3.08E+10,279.74854,1544.11118,1,None,parabolic,box sum
119,119,25.70248,196.83148,,,5.72E+09,4.70E+10,185.01135,1707.77498,1,None,parabolic,box sum
120,120,23.14294,196.88904,,,3.68E+09,2.78E+10,219.33288,145.48523,1,None,parabolic,box sum
121,121,57.34395,196.62006,,,3.31E+09,2.34E+10,85.95527,141.31265,1,None,parabolic,box sum
122,122,32.17532,196.61604,,,3.52E+09,2.55E+10,103.2455,145.04601,1,None,parabolic,box sum
123,123,30.75885,196.63958,,,3.67E+09,2.95E+10,186.56498,756.1312,1,None,parabolic,box sum
124,124,19.60645,196.61593,,,5.07E+09,4.42E+10,340.96055,1554.67537,1,None,parabolic,box sum
125,125,170.90331,196.56569,,,3.26E+09,2.29E+10,70.91121,161.37379,1,None,parabolic,box sum
126,126,26.00632,196.51228,,,4.09E+09,3.42E+10,329.42315,2057.23547,1,None,parabolic,box sum
127,127,25.21271,196.47648,,,4.58E+09,3.66E+10,303.03343,1517.40217,1,None,parabolic,box sum
128,128,19.89669,196.55923,,,5.18E+09,4.28E+10,225.02952,958.86691,1,None,parabolic,box sum
129,129,18.74463,196.40394,,,4.40E+09,3.52E+10,367.9341,247.69352,1,None,parabolic,box sum
130,130,53.02481,196.30429,,,4.20E+09,3.21E+10,103.4336,185.75966,1,None,parabolic,box sum
131,131,27.39141,196.23243,,,3.55E+09,2.74E+10,195.41774,652.54717,1,None,parabolic,box sum
132,132,172.82561,196.03575,,,3.88E+09,3.22E+10,396.87472,1913.29096,1,None,parabolic,box sum
133,133,40.56391,196.11999,,,3.65E+09,3.09E+10,245.29021,1966.10277,1,None,parabolic,box sum
134,134,28.06996,196.15095,,,5.33E+09,4.48E+10,132.50797,443.36492,1,None,parabolic,box sum
135,135,23.55359,196.197,,,3.81E+09,2.94E+10,169.25276,574.4984,1,None,parabolic,box sum
136,136,18.93203,196.14652,,,3.93E+09,3.15E+10,417.33755,1152.71022,1,None,parabolic,box sum
137,137,25.60647,195.81493,,,5.25E+09,4.31E+10,281.87134,1774.93457,1,None,parabolic,box sum
138,138,19.62643,195.72521,,,4.09E+09,3.46E+10,262.41433,2072.21629,1,None,parabolic,box sum
139,139,19.28376,195.47913,,,4.97E+09,4.09E+10,247.56203,1154.09924,1,None,parabolic,box sum
140,140,40.55229,195.34612,,,4.66E+09,3.90E+10,163.15306,1450.26237,1,None,parabolic,box sum
141,141,32.26946,195.30836,,,3.44E+09,2.62E+10,99.65457,172.88013,1,None,parabolic,box sum
142,142,23.29548,195.35713,,,3.46E+09,2.90E+10,118.05628,1449.34121,1,None,parabolic,box sum
143,143,172.76662,195.10342,,,4.27E+09,3.59E+10,251.87359,1903.27736,1,None,parabolic,box sum
144,144,171.71698,195.21908,,,4.16E+09,3.17E+10,98.50828,330.3669,1,None,parabolic,box sum
145,145,53.53875,195.09992,,,3.29E+09,2.62E+10,114.16488,218.41935,1,None,parabolic,box sum
146,146,24.10712,195.13209,,,4.36E+09,3.31E+10,103.07939,209.07125,1,None,parabolic,box sum
147,147,19.81091,194.98866,,,5.16E+09,4.23E+10,193.3902,1554.44587,1,None,parabolic,box sum
148,148,15.66861,194.91623,,,3.40E+09,2.47E+10,107.02209,139.08942,1,None,parabolic,box sum
149,149,32.94125,194.73622,,,3.29E+09,2.56E+10,229.44124,296.88372,1,None,parabolic,box sum
150,150,25.7881,194.7049,,,4.17E+09,3.49E+10,286.3881,1736.8916,1,None,parabolic,box sum
151,151,23.12823,194.67063,,,4.40E+09,3.48E+10,278.20224,476.72,1,None,parabolic,box sum
152,152,172.98364,194.53745,,,3.90E+09,3.31E+10,279.49876,1405.47088,1,None,parabolic,box sum
153,153,172.39873,194.56226,,,4.15E+09,3.42E+10,257.86582,2131.10057,1,None,parabolic,box sum
154,154,171.44496,194.4744,,,3.41E+09,2.72E+10,435.22139,511.29568,1,None,parabolic,box sum
155,155,64.09588,194.45385,,,4.75E+09,3.51E+10,108.79558,199.88992,1,None,parabolic,box sum
156,156,28.96889,194.60842,,,3.91E+09,3.06E+10,111.23595,190.98652,1,None,parabolic,box sum
157,157,25.17803,194.47735,,,4.33E+09,3.63E+10,271.23533,1533.37235,1,None,parabolic,box sum
158,158,40.30869,194.4084,,,4.06E+09,3.29E+10,116.92282,1973.9519,1,None,parabolic,box sum
159,159,30.6811,194.25282,,,4.06E+09,3.06E+10,136.68029,376.36468,1,None,parabolic,box sum
160,160,23.72434,194.38492,,,4.54E+09,3.47E+10,324.22728,180.58737,1,None,parabolic,box sum
161,161,133.41372,194.10454,,,4.25E+09,2.79E+10,79.31937,109.26607,1,None,parabolic,box sum
162,162,32.02773,194.1674,,,4.16E+09,3.24E+10,236.94556,165.4236,1,None,parabolic,box sum
163,163,26.17136,194.14427,,,3.45E+09,2.58E+10,298.79515,1545.00986,1,None,parabolic,box sum
164,164,25.4557,194.17291,,,4.61E+09,3.87E+10,184.73531,2841.58035,1,None,parabolic,box sum
165,165,19.32944,194.17918,,,3.80E+09,3.28E+10,428.88962,3707.79311,1,None,parabolic,box sum
166,166,171.8421,194.00375,,,3.77E+09,3.19E+10,520.94398,685.48927,1,None,parabolic,box sum
167,167,53.96043,194.04486,,,3.34E+09,2.65E+10,237.0677,500.64942,1,None,parabolic,box sum
168,168,40.64605,193.90166,,,3.64E+09,2.97E+10,149.10932,1613.22507,1,None,parabolic,box sum
169,169,24.10964,193.99826,,,3.89E+09,3.04E+10,349.75712,417.9938,1,None,parabolic,box sum
170,170,19.80473,193.94962,,,3.77E+09,3.21E+10,408.10861,2605.38485,1,None,parabolic,box sum
171,171,173.26532,193.78063,,,4.06E+09,3.17E+10,412.68033,202.11315,1,None,parabolic,box sum
172,172,172.66858,193.67572,,,5.11E+09,4.24E+10,385.4106,1545.60618,1,None,parabolic,box sum
173,173,133.00688,193.72156,,,3.64E+09,2.41E+10,85.41052,109.8064,1,None,parabolic,box sum
174,174,63.37857,193.67155,,,7.16E+09,5.54E+10,123.11046,174.89566,1,None,parabolic,box sum
175,175,40.43789,193.80529,,,3.73E+09,3.13E+10,138.49286,1972.34058,1,None,parabolic,box sum
176,176,23.22195,193.73037,,,3.58E+09,2.89E+10,146.09001,519.45301,1,None,parabolic,box sum
177,177,63.21438,193.47599,,,8.28E+09,6.49E+10,127.29989,175.24089,1,None,parabolic,box sum
178,178,59.39308,193.58321,,,3.30E+09,2.59E+10,112.66499,228.0285,1,None,parabolic,box sum
179,179,29.97327,193.53973,,,3.33E+09,2.43E+10,130.96411,157.91093,1,None,parabolic,box sum
180,180,28.19977,193.48567,,,3.85E+09,3.31E+10,332.98965,999.9868,1,None,parabolic,box sum
181,181,23.04179,193.58929,,,3.31E+09,2.73E+10,145.97519,936.94298,1,None,parabolic,box sum
182,182,171.69697,193.30499,,,3.73E+09,3.14E+10,346.38971,1849.01373,1,None,parabolic,box sum
183,183,132.58242,193.31719,,,3.42E+09,2.17E+10,79.57831,101.08483,1,None,parabolic,box sum
184,184,53.19935,193.37452,,,3.95E+09,3.22E+10,315.27437,370.19687,1,None,parabolic,box sum
185,185,19.07019,193.27055,,,4.36E+09,3.50E+10,269.99683,715.25213,1,None,parabolic,box sum
186,186,172.09705,193.10987,,,3.68E+09,3.07E+10,371.62885,799.85943,1,None,parabolic,box sum
187,187,52.6194,193.08477,,,3.74E+09,2.88E+10,422.87297,390.66748,1,None,parabolic,box sum
188,188,19.64011,193.2643,,,4.01E+09,3.33E+10,284.59019,2074.90182,1,None,parabolic,box sum
189,189,62.6878,192.94811,,,5.91E+09,4.35E+10,95.96592,149.08757,1,None,parabolic,box sum
190,190,40.54236,192.95083,,,3.67E+09,2.88E+10,125.22838,1965.67704,1,None,parabolic,box sum
191,191,28.04029,193.05675,,,3.58E+09,3.04E+10,369.5146,1000.59249,1,None,parabolic,box sum
192,192,25.53426,193.01858,,,5.12E+09,4.18E+10,172.15971,2139.68632,1,None,parabolic,box sum
193,193,23.55188,192.92948,,,3.27E+09,2.48E+10,656.47432,206.36713,1,None,parabolic,box sum
194,194,172.00578,192.87178,,,3.57E+09,3.00E+10,652.37345,787.75752,1,None,parabolic,box sum
195,195,132.12791,192.77345,,,4.12E+09,2.99E+10,121.95868,124.89215,1,None,parabolic,box sum
196,196,53.72574,192.78737,,,3.93E+09,3.18E+10,324.8331,360.5396,1,None,parabolic,box sum
197,197,24.15995,192.72036,,,3.46E+09,2.82E+10,749.05206,265.78102,1,None,parabolic,box sum
198,198,19.27484,192.8315,,,5.21E+09,4.20E+10,120.9217,491.64858,1,None,parabolic,box sum
199,199,173.11699,192.60355,,,4.51E+09,3.63E+10,353.00118,292.72029,1,None,parabolic,box sum
200,200,131.85769,192.51939,,,4.57E+09,3.15E+10,131.66642,113.85052,1,None,parabolic,box sum
201,201,62.3062,192.58821,,,3.99E+09,3.09E+10,184.42019,158.05259,1,None,parabolic,box sum
202,202,32.03979,192.50999,,,3.57E+09,2.79E+10,99.02921,187.35959,1,None,parabolic,box sum
203,203,52.96877,192.32392,,,4.15E+09,3.40E+10,250.84517,1095.5371,1,None,parabolic,box sum
204,204,40.22936,192.32786,,,4.25E+09,3.21E+10,111.84421,344.2855,1,None,parabolic,box sum
205,205,33.78112,192.3961,,,3.52E+09,2.69E+10,159.11509,310.31888,1,None,parabolic,box sum
206,206,15.71527,192.32808,,,3.38E+09,2.53E+10,106.18665,176.06012,1,None,parabolic,box sum
207,207,131.4367,192.15532,,,3.42E+09,2.51E+10,127.15943,168.77748,1,None,parabolic,box sum
208,208,23.9618,192.1122,,,3.43E+09,2.82E+10,163.15794,295.90245,1,None,parabolic,box sum
209,209,172.31953,192.02003,,,3.92E+09,3.15E+10,264.40889,3064.47666,1,None,parabolic,box sum
210,210,61.64011,191.93348,,,3.77E+09,2.80E+10,114.04763,149.35845,1,None,parabolic,box sum
211,211,59.33923,191.98862,,,3.80E+09,2.89E+10,114.92948,191.97094,1,None,parabolic,box sum
212,212,53.53362,192.05836,,,3.39E+09,2.68E+10,321.54752,441.33851,1,None,parabolic,box sum
213,213,52.39958,191.96443,,,4.23E+09,3.27E+10,193.15813,286.32298,1,None,parabolic,box sum
214,214,27.83308,191.92288,,,3.77E+09,2.94E+10,139.86328,708.53957,1,None,parabolic,box sum
215,215,25.34572,191.93675,,,4.34E+09,3.57E+10,313.7525,2229.38489,1,None,parabolic,box sum
216,216,20.45959,192.09326,,,3.99E+09,3.01E+10,399.7322,228.83146,1,None,parabolic,box sum
217,217,19.54687,191.87969,,,5.56E+09,4.54E+10,260.54802,2042.44803,1,None,parabolic,box sum
218,218,61.28512,191.56636,,,4.59E+09,3.43E+10,117.38451,140.53405,1,None,parabolic,box sum
219,219,28.18902,191.62563,,,3.41E+09,2.79E+10,186.54055,1591.70064,1,None,parabolic,box sum
220,220,172.72342,191.4332,,,4.66E+09,3.66E+10,150.09927,1908.74092,1,None,parabolic,box sum
221,221,171.53106,191.37201,,,3.67E+09,2.81E+10,561.57591,380.05906,1,None,parabolic,box sum
222,222,51.97322,191.40368,,,3.29E+09,2.71E+10,246.61666,196.15536,1,None,parabolic,box sum
223,223,51.68353,191.40394,,,3.52E+09,2.67E+10,238.64576,158.03235,1,None,parabolic,box sum
224,224,40.36457,191.34665,,,4.53E+09,3.54E+10,208.40862,403.8445,1,None,parabolic,box sum
225,225,172.55351,191.14548,,,4.05E+09,3.37E+10,572.66872,3248.31005,1,None,parabolic,box sum
226,226,53.00359,191.16876,,,3.50E+09,2.79E+10,143.66674,1142.40162,1,None,parabolic,box sum
227,227,25.95042,191.22208,,,3.69E+09,2.95E+10,300.0874,2802.33785,1,None,parabolic,box sum
228,228,60.78181,191.10606,,,3.41E+09,2.58E+10,91.39297,295.3655,1,None,parabolic,box sum
229,229,28.29829,190.98122,,,4.04E+09,3.30E+10,292.18979,489.06303,1,None,parabolic,box sum
230,230,27.68979,191.01981,,,3.57E+09,2.73E+10,434.66199,1119.98608,1,None,parabolic,box sum
231,231,121.16079,190.8286,,,4.06E+09,2.68E+10,96.98824,110.98405,1,None,parabolic,box sum
232,232,53.40274,190.80877,,,3.29E+09,2.52E+10,439.92381,667.59177,1,None,parabolic,box sum
233,233,19.47652,190.83541,,,5.26E+09,4.08E+10,210.58028,2080.93006,1,None,parabolic,box sum
234,234,173.22212,190.70906,,,4.30E+09,3.41E+10,105.83672,257.87973,1,None,parabolic,box sum
235,235,26.19789,190.70603,,,4.07E+09,3.03E+10,310.28615,847.72456,1,None,parabolic,box sum
236,236,25.48049,190.67284,,,4.45E+09,3.61E+10,198.46637,2845.74019,1,None,parabolic,box sum
237,237,24.40983,190.64545,,,3.27E+09,2.43E+10,439.20073,252.12761,1,None,parabolic,box sum
238,238,52.87462,190.48701,,,4.06E+09,3.23E+10,124.10713,1026.46114,1,None,parabolic,box sum
239,239,32.25295,190.33969,,,3.48E+09,2.57E+10,78.6537,204.34043,1,None,parabolic,box sum
240,240,31.63516,190.37054,,,3.46E+09,2.54E+10,111.29457,394.79659,1,None,parabolic,box sum
241,241,27.36708,190.45677,,,3.43E+09,2.55E+10,77.65215,288.43573,1,None,parabolic,box sum
242,242,172.39517,190.17222,,,4.59E+09,3.86E+10,155.74278,1240.1232,1,None,parabolic,box sum
243,243,120.37698,190.21921,,,3.39E+09,2.31E+10,86.522,112.63809,1,None,parabolic,box sum
244,244,59.867,190.27758,,,5.21E+09,4.09E+10,141.08713,146.44926,1,None,parabolic,box sum
245,245,33.61877,190.19603,,,4.09E+09,3.13E+10,89.57064,185.74662,1,None,parabolic,box sum
246,246,19.22787,190.16445,,,3.83E+09,3.01E+10,287.25286,2734.94487,1,None,parabolic,box sum
247,247,59.63239,189.96432,,,4.97E+09,3.95E+10,159.43265,247.56857,1,None,parabolic,box sum
248,248,28.14755,190.03958,,,3.90E+09,3.08E+10,150.13531,989.88716,1,None,parabolic,box sum
249,249,172.12769,189.88536,,,4.41E+09,3.70E+10,276.08004,1006.17222,1,None,parabolic,box sum
250,250,24.99615,189.90266,,,3.67E+09,3.08E+10,250.84028,446.84344,1,None,parabolic,box sum
251,251,20.34254,189.88311,,,3.31E+09,2.50E+10,402.09196,334.84694,1,None,parabolic,box sum
252,252,18.84481,189.80083,,,3.64E+09,2.89E+10,396.45883,606.22583,1,None,parabolic,box sum
253,253,59.36209,189.59723,,,6.86E+09,5.41E+10,148.25923,156.10698,1,None,parabolic,box sum
254,254,51.76763,189.60678,,,3.30E+09,2.38E+10,125.2748,129.24627,1,None,parabolic,box sum
255,255,28.75217,189.71681,,,3.31E+09,2.66E+10,150.85838,206.76842,1,None,parabolic,box sum
256,256,26.8682,189.5697,,,3.26E+09,2.52E+10,143.71071,153.61932,1,None,parabolic,box sum
257,257,19.67636,189.59175,,,5.24E+09,4.15E+10,277.22755,347.35509,1,None,parabolic,box sum
258,258,171.93911,189.47479,,,3.82E+09,3.27E+10,278.28346,782.71977,1,None,parabolic,box sum
259,259,171.24286,189.52392,,,3.38E+09,2.58E+10,85.10884,269.94686,1,None,parabolic,box sum
260,260,59.14226,189.45385,,,6.54E+09,5.30E+10,174.01381,175.28137,1,None,parabolic,box sum
