Number,#,Position F1,Position F2,Position F3,Assign F1,Assign F2,Assign F3,Height,Volume,Line Width F1 (Hz),Line Width F2 (Hz),Line Width F3 (Hz),Merit,Details,Fit Method,Vol. Method
27,21899,52.92832,172.7307,127.35,,,,1.95E+10,5.02E+11,311.94482,387.43599,272.1374,1,None,None,box sum
28,21900,172.80069,172.81854,127.35,,,,4.09E+10,1.04E+12,228.93252,206.13039,474.12488,1,None,None,box sum
29,21901,20.023,172.69446,113.7,,,,3.07E+09,7.41E+10,143.98919,219.25902,157.09931,1,None,None,box sum
30,21902,59.29757,170.85698,118.56,,,,3.44E+09,8.56E+10,222.48655,200.21403,152.00615,1,None,None,box sum
31,21903,52.41301,170.84764,118.56,,,,4.33E+09,1.02E+11,258.62065,158.61011,131.69318,1,None,None,box sum
32,21904,31.55379,170.78317,118.57,,,,4.59E+09,1.10E+11,238.84119,224.154,119.99232,1,None,None,box sum
33,21905,53.12671,173.58971,132.9,,,,5.59E+08,1.28E+10,417.15679,632.73311,89.7876,1,None,None,box sum
34,21907,33.80221,173.48978,132.9,,,,2.91E+09,7.02E+10,243.26268,198.95593,127.4395,1,None,None,box sum
35,21908,58.99593,173.60693,132.9,,,,2.78E+09,6.68E+10,146.29276,216.83115,141.42972,1,None,None,box sum
36,21911,11.38185,171.55456,127.62,,,,5.17E+09,1.22E+11,132.77423,162.22807,143.58723,1,None,None,box sum
37,21913,15.66436,171.57746,127.62,,,,8.00E+09,1.96E+11,156.92388,193.76389,187.19158,1,None,None,box sum
38,21914,25.592,171.55456,127.62,,,,7.79E+09,1.94E+11,186.5601,376.69059,258.32888,1,None,None,box sum
39,21915,58.46083,171.53165,127.62,,,,6.81E+09,1.69E+11,414.45015,495.28809,207.2565,1,None,None,box sum
40,21916,38.88514,171.53862,127.62,,,,6.53E+09,1.62E+11,237.08969,210.29882,164.50018,1,None,None,box sum
41,21917,57.94532,171.37232,127.43,,,,5.01E+09,1.30E+11,441.30888,263.10571,196.41909,1,None,None,box sum
42,21919,25.722,171.35,127.48129,,,,5.99E+09,1.53E+11,229.66842,403.18151,267.14167,1,None,None,box sum
43,21920,38.43942,171.35,127.57501,,,,4.91E+09,1.23E+11,606.76063,245.01034,144.63219,1,None,None,box sum
44,21921,15.75113,171.35,127.52815,,,,6.97E+09,1.66E+11,138.42202,235.89826,181.09226,1,None,None,box sum
45,21922,11.38536,171.35,127.45752,,,,4.35E+09,1.04E+11,129.75491,171.06589,145.50191,1,None,None,box sum
46,21923,171.38656,171.35,127.45752,,,,3.11E+10,8.01E+11,210.49783,242.35145,384.56446,1,None,None,box sum
47,21926,52.69332,171.83291,129.88,,,,1.02E+10,2.62E+11,418.10704,237.29348,548.93968,1,None,None,box sum
48,21927,30.92655,171.90765,129.88,,,,4.50E+09,1.15E+11,823.09862,193.67739,675.26454,1,None,None,box sum
49,21928,60.00423,171.12745,120.9,,,,4.98E+09,1.22E+11,145.08357,131.31809,199.83935,1,None,None,box sum
50,21929,67.33942,171.09915,120.9,,,,5.04E+09,1.22E+11,154.12442,166.51082,134.63593,1,None,None,box sum
51,21930,21.84562,171.13878,120.9,,,,3.78E+09,9.06E+10,128.06693,166.28357,172.48809,1,None,None,box sum
52,21931,171.13775,171.13878,120.9,,,,9.14E+09,2.32E+11,167.94464,221.7193,1323.86416,1,None,None,box sum
53,21932,59.21119,172.96188,127.91,,,,8.88E+09,2.27E+11,314.02854,438.29858,490.86383,1,None,None,box sum
54,21934,172.95413,172.93476,127.91,,,,2.92E+10,7.50E+11,299.61166,213.34211,514.70053,1,None,None,box sum
55,21936,33.55947,172.92883,127.91,,,,5.21E+09,1.33E+11,825.18234,512.52202,585.33716,1,None,None,box sum
56,21937,19.27356,173.00293,127.91,,,,1.33E+10,3.38E+11,233.57448,335.53171,200.22216,1,None,None,box sum
57,21938,54.05818,172.46498,128.1,,,,9.29E+09,2.41E+11,657.93024,278.32107,220.32505,1,None,None,box sum
58,21939,63.21411,172.45491,128.1,,,,4.37E+09,1.11E+11,195.19055,201.18729,190.24363,1,None,None,box sum
59,21940,172.4531,172.44624,128.1,,,,4.13E+10,1.05E+12,227.43142,214.85082,505.11378,1,None,None,box sum
60,21941,53.04197,171.9256,126.09,,,,1.52E+10,4.03E+11,383.49726,377.27276,433.61494,1,None,None,box sum
61,21942,40.31211,172.02629,126.09,,,,3.63E+09,9.62E+10,634.64046,473.38339,427.38983,1,None,None,box sum
62,21943,30.71925,171.97595,126.09,,,,4.68E+09,1.23E+11,1059.46523,444.07086,514.7869,1,None,None,box sum
63,21944,27.97122,171.97595,126.09,,,,3.72E+09,9.47E+10,277.98971,356.27596,519.52332,1,None,None,box sum
64,21945,23.68752,171.93567,126.09,,,,4.04E+09,1.03E+11,702.24287,389.22481,447.41616,1,None,None,box sum
65,21946,171.94498,171.93567,126.09,,,,3.06E+10,8.07E+11,244.34729,240.79072,666.54021,1,None,None,box sum
66,21947,63.36689,171.61471,126.89,,,,3.64E+09,8.52E+10,130.54883,149.84488,130.4054,1,None,None,box sum
67,21948,54.39517,171.65406,126.89,,,,4.89E+09,1.24E+11,964.98698,408.11265,203.75508,1,None,None,box sum
68,21949,171.56258,171.61471,126.89,,,,3.90E+10,9.85E+11,196.33562,224.72644,452.56335,1,None,None,box sum
69,21951,51.50365,173.67803,119.56,,,,6.72E+09,1.69E+11,207.13835,581.54494,294.46143,1,None,None,box sum
70,21952,39.46279,173.71104,119.56,,,,4.32E+09,1.12E+11,233.63067,509.13799,256.61385,1,None,None,box sum
71,21953,173.2844,173.27269,110.76,,,,6.64E+09,1.68E+11,215.41216,178.08151,1726.22797,1,None,None,box sum
72,21954,28.98804,173.27269,110.76,,,,3.97E+09,9.58E+10,206.75483,165.79068,149.30248,1,None,None,box sum
73,21955,25.6698,173.23554,110.76,,,,2.59E+09,6.32E+10,228.19785,167.11136,164.55525,1,None,None,box sum
74,21956,172.60374,172.69,124.42343,,,,3.09E+10,7.87E+11,205.14563,208.468,578.82312,1,None,None,box sum
75,21958,52.92644,172.69,124.3637,,,,8.43E+09,2.27E+11,787.59965,424.30405,578.78849,1,None,None,box sum
76,21959,38.33703,172.69,124.32759,,,,1.56E+09,4.09E+10,1143.0583,200.26882,570.67811,1,None,None,box sum
77,21960,64.49345,172.57155,124.51,,,,4.93E+09,1.16E+11,174.77108,178.11517,117.91658,1,None,None,box sum
78,21961,54.10662,172.6145,124.51,,,,1.29E+10,3.16E+11,557.4329,203.01227,151.58474,1,None,None,box sum
79,21962,67.04999,172.06101,119,,,,2.53E+09,5.96E+10,160.72734,201.18618,119.22461,1,None,None,box sum
80,21963,55.33274,171.97992,119,,,,3.35E+09,8.45E+10,209.22207,369.73977,166.72069,1,None,None,box sum
81,21964,63.34912,171.6443,130.64,,,,5.56E+09,1.34E+11,152.9421,181.83132,161.26892,1,None,None,box sum
82,21965,53.97659,171.6443,130.64,,,,8.74E+09,2.15E+11,414.64069,187.58384,179.37452,1,None,None,box sum
83,21966,171.65075,171.67322,130.64,,,,1.60E+10,4.31E+11,197.91002,196.92039,841.49581,1,None,None,box sum
84,21967,53.74591,173.85,124.94828,,,,3.19E+09,8.15E+10,437.20007,810.43396,325.49894,1,None,None,box sum
85,21968,35.26315,173.85,125.03103,,,,1.79E+09,4.46E+10,222.97756,704.00351,339.5144,1,None,None,box sum
86,21969,173.85803,173.85,125.03103,,,,5.17E+09,1.33E+11,256.76105,204.03838,1253.14471,1,None,None,box sum
87,21970,15.54538,172.18906,126.91,,,,5.01E+09,1.24E+11,183.33558,381.4412,299.61863,1,None,None,box sum
88,21971,11.89068,172.27212,126.91,,,,3.41E+09,8.38E+10,218.99088,287.31076,233.19104,1,None,None,box sum
89,21972,39.77854,172.23059,126.91,,,,3.92E+09,1.02E+11,607.41042,491.88932,345.20483,1,None,None,box sum
90,21973,59.23567,172.27212,126.91,,,,9.78E+09,2.50E+11,222.77725,387.31694,318.31378,1,None,None,box sum
91,21974,102.04095,185.04324,139.93298,,,,2.07E+09,4.89E+10,129.43857,152.01401,152.10566,1,None,parabolic,box sum
92,21975,63.54633,184.75505,139.7903,,,,2.00E+09,4.70E+10,122.61701,146.43018,138.43191,1,None,parabolic,box sum
93,21976,31.55749,184.77628,139.90954,,,,1.58E+09,3.63E+10,96.67189,153.61084,140.00508,1,None,parabolic,box sum
94,21977,13.35589,184.77319,139.88219,,,,1.50E+09,3.22E+10,83.50024,139.73761,119.93432,1,None,parabolic,box sum
95,21978,163.63343,184.44886,139.71676,,,,2.06E+09,4.67E+10,88.97642,157.23586,143.29892,1,None,parabolic,box sum
96,21979,98.9825,184.45056,139.81686,,,,1.59E+09,3.42E+10,82.26174,176.8513,108.23929,1,None,parabolic,box sum
97,21980,39.84355,184.39581,139.80089,,,,1.73E+09,3.84E+10,106.39429,136.18115,110.27935,1,None,parabolic,box sum
98,21981,69.38016,184.24226,139.93824,,,,2.00E+09,4.66E+10,108.39496,138.26425,148.02909,1,None,parabolic,box sum
99,21982,148.56776,184.13259,139.90272,,,,1.64E+09,3.33E+10,84.89631,155.43968,89.72251,1,None,parabolic,box sum
100,21983,172.15345,184.06046,139.80391,,,,1.52E+09,3.22E+10,99.21059,130.10513,90.71094,1,None,parabolic,box sum
101,21984,138.66585,184.07403,139.95392,,,,1.91E+09,4.88E+10,135.1572,244.9337,229.00912,1,None,parabolic,box sum
102,21985,102.6184,183.59846,139.68866,,,,1.63E+09,3.80E+10,178.84081,161.08565,142.70291,1,None,parabolic,box sum
103,21986,41.54596,183.53489,139.7846,,,,2.00E+09,4.64E+10,99.46892,249.04494,171.49591,1,None,parabolic,box sum
104,21987,66.83444,183.43525,139.9111,,,,1.57E+09,3.56E+10,78.00636,124.06558,202.92208,1,None,parabolic,box sum
105,21988,21.22777,183.28895,139.88671,,,,1.63E+09,3.80E+10,132.33941,205.67435,146.39875,1,None,parabolic,box sum
106,21989,104.92945,182.83453,139.80336,,,,1.71E+09,3.83E+10,95.76439,123.77491,140.09875,1,None,parabolic,box sum
107,21990,144.60512,182.78131,139.88961,,,,1.50E+09,3.49E+10,91.17923,119.26713,245.51129,1,None,parabolic,box sum
108,21991,17.91758,182.80323,139.68209,,,,1.49E+09,3.40E+10,108.90062,140.38723,265.30001,1,None,parabolic,box sum
109,21992,183.68029,182.38774,139.70384,,,,1.61E+09,3.82E+10,95.45262,197.90016,203.23771,1,None,parabolic,box sum
110,21993,87.36358,182.41315,139.80885,,,,1.50E+09,3.32E+10,130.95434,188.63409,89.22267,1,None,parabolic,box sum
111,21994,76.38118,182.21295,140.00229,,,,1.50E+09,3.38E+10,85.11983,209.23432,153.06634,1,None,parabolic,box sum
112,21995,31.93727,182.17267,139.77648,,,,1.58E+09,3.47E+10,99.82801,166.70553,108.88016,1,None,parabolic,box sum
113,21996,50.75806,181.62993,139.81186,,,,1.69E+09,4.05E+10,129.37628,139.60642,150.78783,1,None,parabolic,box sum
114,21997,144.14852,181.42615,139.76977,,,,1.54E+09,3.26E+10,124.03018,131.52191,86.32895,1,None,parabolic,box sum
115,21998,162.40914,181.25155,139.85493,,,,1.73E+09,3.68E+10,93.13348,131.24598,96.22216,1,None,parabolic,box sum
116,21999,181.90922,180.99982,139.69522,,,,1.67E+09,3.95E+10,105.87397,137.12027,166.63098,1,None,parabolic,box sum
117,22000,149.11306,181.00367,139.75492,,,,1.81E+09,4.03E+10,95.57873,120.54487,136.38455,1,None,parabolic,box sum
118,22001,97.30563,180.70973,139.8846,,,,1.57E+09,3.60E+10,177.6194,122.593,159.01566,1,None,parabolic,box sum
119,22002,75.01651,180.58329,139.98245,,,,1.61E+09,3.64E+10,88.26617,199.36072,155.34568,1,None,parabolic,box sum
120,22003,47.77985,180.47964,139.90654,,,,1.79E+09,4.05E+10,86.07741,210.06781,129.78435,1,None,parabolic,box sum
121,22004,77.30888,180.45435,139.88577,,,,1.84E+09,4.18E+10,104.30324,117.13267,230.70329,1,None,parabolic,box sum
122,22005,79.28145,180.35101,140.00766,,,,1.62E+09,3.84E+10,187.52501,141.87268,156.96371,1,None,parabolic,box sum
123,22006,157.21527,180.24399,139.91757,,,,1.85E+09,4.18E+10,98.96386,175.22966,129.89825,1,None,parabolic,box sum
124,22007,31.95495,180.17384,139.80267,,,,2.23E+09,5.08E+10,98.81913,168.06195,155.54532,1,None,parabolic,box sum
125,22008,60.77125,179.8839,140.00905,,,,1.82E+09,3.99E+10,112.18864,146.51384,109.10943,1,None,parabolic,box sum
126,22009,137.81218,179.70275,139.78551,,,,1.57E+09,3.28E+10,219.0776,122.63062,86.76809,1,None,parabolic,box sum
127,22010,180.02047,179.49121,139.74519,,,,1.54E+09,3.52E+10,91.40824,180.8842,165.82885,1,None,parabolic,box sum
128,22011,135.34655,179.32816,139.7235,,,,1.56E+09,3.63E+10,112.13002,155.71048,124.09934,1,None,parabolic,box sum
129,22012,116.80581,179.29586,139.84819,,,,1.93E+09,4.32E+10,112.78103,148.94839,127.87822,1,None,parabolic,box sum
130,22013,44.11582,179.28868,139.86025,,,,1.85E+09,4.06E+10,114.10625,131.72726,106.96444,1,None,parabolic,box sum
131,22014,68.1215,178.93993,139.86507,,,,1.81E+09,4.10E+10,105.76405,142.01287,171.17381,1,None,parabolic,box sum
132,22015,34.67098,178.85542,139.74897,,,,1.82E+09,4.20E+10,167.03225,143.47013,116.26518,1,None,parabolic,box sum
133,22016,46.87568,178.35674,139.77743,,,,1.86E+09,4.19E+10,125.36274,169.90083,113.42278,1,None,parabolic,box sum
134,22017,30.625,178.10629,139.86538,,,,1.93E+09,4.21E+10,88.99413,210.46988,97.78073,1,None,parabolic,box sum
135,22018,22.62711,178.02205,139.82017,,,,1.77E+09,3.97E+10,104.00522,134.44998,213.90697,1,None,parabolic,box sum
136,22019,58.58808,177.85702,139.89939,,,,2.12E+09,4.96E+10,114.45069,174.63295,133.89409,1,None,parabolic,box sum
137,22020,75.54884,177.57222,139.76842,,,,1.80E+09,3.82E+10,97.98857,127.01434,95.06559,1,None,parabolic,box sum
138,22021,69.99848,176.83625,139.82071,,,,1.53E+09,3.78E+10,116.67609,148.66592,254.52873,1,None,parabolic,box sum
139,22022,164.73489,176.21997,139.89062,,,,1.64E+09,3.88E+10,229.44857,230.51651,132.04679,1,None,parabolic,box sum
140,22023,93.39162,176.1206,139.8962,,,,1.97E+09,4.39E+10,109.2304,144.6801,110.56912,1,None,parabolic,box sum
141,22024,82.34987,176.00237,139.88046,,,,2.27E+09,5.18E+10,105.26571,164.48989,166.5999,1,None,parabolic,box sum
142,22025,72.34127,175.97403,139.7532,,,,1.53E+09,3.44E+10,127.91059,308.17127,132.9163,1,None,parabolic,box sum
143,22026,159.60938,175.24906,139.86241,,,,1.75E+09,3.90E+10,107.24134,144.91125,101.85418,1,None,parabolic,box sum
144,22027,129.48058,175.26495,139.73065,,,,1.94E+09,4.51E+10,99.56541,205.61552,184.45203,1,None,parabolic,box sum
145,22028,125.95617,175.059,139.81267,,,,1.76E+09,3.98E+10,137.81742,146.45571,109.95328,1,None,parabolic,box sum
146,22029,76.40791,174.95076,139.88274,,,,1.54E+09,3.37E+10,208.50877,173.47693,92.61873,1,None,parabolic,box sum
147,22030,11.47639,174.83919,139.84163,,,,1.88E+09,4.29E+10,91.02167,175.82303,125.4203,1,None,parabolic,box sum
148,22031,92.70744,174.74651,139.96817,,,,1.57E+09,3.50E+10,100.54864,156.52116,124.75795,1,None,parabolic,box sum
149,22032,65.61424,174.7214,139.73668,,,,1.65E+09,3.72E+10,124.48088,242.69984,108.39576,1,None,parabolic,box sum
150,22033,135.95723,173.7106,139.7861,,,,1.50E+09,3.32E+10,81.49469,195.0103,132.87666,1,None,parabolic,box sum
151,22034,48.882,173.39608,139.74685,,,,2.21E+09,5.14E+10,105.08739,150.47435,180.94414,1,None,parabolic,box sum
152,22035,92.33139,173.31696,139.83947,,,,1.94E+09,4.72E+10,115.2788,144.9424,175.51658,1,None,parabolic,box sum
153,22036,114.284,173.26466,139.96313,,,,1.77E+09,4.05E+10,145.98252,160.94438,120.31963,1,None,parabolic,box sum
154,22037,74.38515,173.05836,139.96582,,,,1.53E+09,3.49E+10,102.6861,133.30579,205.70961,1,None,parabolic,box sum
155,22038,25.04706,172.89373,140.00302,,,,1.82E+09,3.88E+10,88.38831,106.54672,120.89479,1,None,parabolic,box sum
156,22039,67.23428,172.76566,139.73885,,,,1.90E+09,4.45E+10,121.78401,136.08317,160.49746,1,None,parabolic,box sum
157,22040,106.648,172.72705,139.79357,,,,1.50E+09,3.17E+10,111.29702,107.28912,95.13861,1,None,parabolic,box sum
158,22041,91.50356,172.40178,139.72446,,,,1.64E+09,3.54E+10,148.44732,118.76023,91.35598,1,None,parabolic,box sum
159,22042,99.54586,172.19971,139.9732,,,,1.61E+09,3.52E+10,82.76984,246.52851,134.77591,1,None,parabolic,box sum
160,22043,126.37448,171.87767,140.01085,,,,1.50E+09,3.49E+10,136.24547,154.32012,273.9774,1,None,parabolic,box sum
161,22044,53.72669,171.77468,139.9888,,,,1.67E+09,3.74E+10,131.15709,132.39566,108.03819,1,None,parabolic,box sum
162,22045,52.40285,171.85286,139.6973,,,,2.10E+09,5.08E+10,126.90415,133.22512,227.32371,1,None,parabolic,box sum
163,22046,171.60583,171.67811,140.01383,,,,2.12E+09,4.51E+10,90.21798,90.81622,141.67526,1,None,parabolic,box sum
164,22047,157.20331,171.56201,139.68534,,,,1.53E+09,3.61E+10,99.14402,339.84395,115.66916,1,None,parabolic,box sum
165,22048,141.22896,171.4438,139.88107,,,,1.58E+09,3.64E+10,116.14967,158.97616,152.81767,1,None,parabolic,box sum
166,22049,94.9065,171.43691,139.84107,,,,1.80E+09,3.87E+10,104.98967,159.6849,96.99279,1,None,parabolic,box sum
167,22050,170.99294,171.25134,139.91625,,,,1.90E+09,4.08E+10,111.47962,111.91094,97.54604,1,None,parabolic,box sum
168,22051,53.0917,171.2905,139.75352,,,,1.69E+09,3.72E+10,98.09361,117.30854,140.62405,1,None,parabolic,box sum
169,22052,128.18316,171.00137,139.96052,,,,1.81E+09,4.13E+10,137.0174,143.76469,130.91317,1,None,parabolic,box sum
170,22053,164.36771,170.75084,139.80739,,,,1.66E+09,3.87E+10,236.69456,137.47867,128.55038,1,None,parabolic,box sum
171,22054,69.01886,170.68716,139.79045,,,,1.49E+09,3.47E+10,115.77469,117.62536,209.54418,1,None,parabolic,box sum
172,22055,157.6266,170.50444,139.89361,,,,1.60E+09,3.80E+10,99.23929,153.49623,198.78563,1,None,parabolic,box sum
173,22056,133.38761,170.22607,139.99375,,,,1.71E+09,4.02E+10,103.00489,279.81281,169.80404,1,None,parabolic,box sum
174,22057,57.89687,170.22867,140.00789,,,,1.53E+09,3.57E+10,117.9488,350.3201,158.23731,1,None,parabolic,box sum
175,22058,143.38187,170.11625,140.00985,,,,1.52E+09,3.52E+10,94.62115,284.95367,118.08702,1,None,parabolic,box sum
176,22059,57.98156,169.82242,139.80763,,,,1.52E+09,3.28E+10,105.34877,303.28965,98.9978,1,None,parabolic,box sum
177,22060,172.43129,169.60853,139.9442,,,,1.67E+09,4.18E+10,140.35062,162.28286,187.86687,1,None,parabolic,box sum
178,22061,143.23097,169.65847,139.94381,,,,1.59E+09,3.72E+10,174.11274,276.79817,115.85191,1,None,parabolic,box sum
179,22062,17.94767,169.65764,140.00052,,,,1.55E+09,3.40E+10,99.07562,149.394,113.83939,1,None,parabolic,box sum
180,22063,14.46817,169.01622,139.86082,,,,1.51E+09,3.39E+10,162.46418,151.02955,109.08586,1,None,parabolic,box sum
181,22064,54.92556,168.82481,139.74448,,,,1.76E+09,3.93E+10,119.28013,156.24356,102.45645,1,None,parabolic,box sum
182,22065,168.86299,168.52095,139.8165,,,,1.76E+09,3.73E+10,79.59785,189.59546,102.0436,1,None,parabolic,box sum
183,22066,73.35054,168.42675,139.69711,,,,1.57E+09,3.51E+10,79.83847,159.60395,134.12336,1,None,parabolic,box sum
184,22067,168.1111,168.11079,139.97834,,,,1.63E+09,3.50E+10,68.1209,376.73676,132.24602,1,None,parabolic,box sum
185,22068,59.01962,168.01471,139.89809,,,,1.79E+09,4.09E+10,116.42204,154.22138,118.20176,1,None,parabolic,box sum
186,22069,118.21962,167.59744,139.85383,,,,1.50E+09,3.12E+10,82.00646,133.34111,96.53842,1,None,parabolic,box sum
187,22070,86.72536,167.32389,139.96362,,,,1.57E+09,3.35E+10,75.24598,136.83252,123.48393,1,None,parabolic,box sum
188,22071,72.10374,167.23744,139.76241,,,,1.68E+09,3.68E+10,109.8069,188.19495,104.12392,1,None,parabolic,box sum
189,22072,168.08541,166.99121,139.84367,,,,1.53E+09,3.56E+10,105.13991,383.19969,174.44387,1,None,parabolic,box sum
190,22073,124.55756,166.97139,139.81329,,,,2.07E+09,4.58E+10,128.67397,134.06042,103.21707,1,None,parabolic,box sum
191,22074,144.67925,166.69579,139.71873,,,,1.62E+09,3.55E+10,88.87688,147.55094,115.79621,1,None,parabolic,box sum
192,22075,120.85249,166.74665,140.01156,,,,1.64E+09,3.58E+10,84.4676,391.30346,118.43708,1,None,parabolic,box sum
193,22076,15.15083,166.39938,139.84141,,,,1.53E+09,3.68E+10,121.20751,363.10438,154.98248,1,None,parabolic,box sum
194,22077,93.41888,166.243,139.85485,,,,1.49E+09,3.31E+10,93.84556,160.15748,113.80664,1,None,parabolic,box sum
195,22078,19.92149,166.1572,139.81844,,,,1.55E+09,3.46E+10,111.22618,118.41782,117.62848,1,None,parabolic,box sum
196,22079,33.62696,166.06485,139.69559,,,,1.59E+09,3.49E+10,134.3474,152.21171,96.99279,1,None,parabolic,box sum
197,22080,48.59163,165.85516,139.97495,,,,1.64E+09,3.77E+10,112.74316,130.41604,129.35251,1,None,parabolic,box sum
198,22081,125.83453,165.4444,139.83636,,,,1.56E+09,3.57E+10,120.37451,234.22348,114.71474,1,None,parabolic,box sum
199,22082,85.18472,165.5081,139.85595,,,,1.54E+09,3.93E+10,161.08644,145.43891,201.50682,1,None,parabolic,box sum
200,22083,92.77173,165.40183,139.84065,,,,1.94E+09,4.31E+10,147.10622,145.60831,102.89705,1,None,parabolic,box sum
201,22084,125.92073,165.28253,139.8525,,,,1.61E+09,3.69E+10,268.16716,215.29559,122.36845,1,None,parabolic,box sum
202,22085,156.53435,164.77733,139.87526,,,,1.52E+09,3.45E+10,94.58695,209.65489,128.21513,1,None,parabolic,box sum
203,22086,178.84442,164.44489,139.75604,,,,2.00E+09,4.37E+10,93.01012,141.2154,115.63411,1,None,parabolic,box sum
204,22087,93.91494,164.35337,139.98813,,,,1.77E+09,4.32E+10,106.95614,189.94788,196.82652,1,None,parabolic,box sum
205,22088,76.83503,164.18257,139.74777,,,,1.69E+09,3.87E+10,102.18044,191.00821,123.12198,1,None,parabolic,box sum
206,22089,138.92878,163.9812,139.80925,,,,1.95E+09,4.31E+10,102.08273,192.30274,96.34545,1,None,parabolic,box sum
207,22090,122.41722,163.88493,139.90428,,,,1.61E+09,3.57E+10,100.97613,136.29123,222.62129,1,None,parabolic,box sum
208,22091,74.84362,163.35655,139.81458,,,,1.52E+09,3.40E+10,94.9888,213.89063,113.24942,1,None,parabolic,box sum
209,22092,36.48368,163.29701,139.89458,,,,2.04E+09,4.59E+10,106.77293,152.64424,132.0689,1,None,parabolic,box sum
210,22093,42.18471,163.1074,139.89267,,,,1.50E+09,3.49E+10,119.88839,154.83387,126.52242,1,None,parabolic,box sum
211,22094,96.26868,162.99912,139.7017,,,,1.53E+09,3.57E+10,101.7847,271.21894,150.64743,1,None,parabolic,box sum
212,22095,19.75183,162.8114,139.86322,,,,1.53E+09,3.35E+10,96.16867,140.47523,110.64193,1,None,parabolic,box sum
213,22096,27.90699,184.75326,139.53348,,,,1.73E+09,3.75E+10,100.48757,120.37824,115.94996,1,None,parabolic,box sum
214,22097,63.40813,184.68946,139.47667,,,,2.03E+09,4.77E+10,153.8435,175.65256,133.70696,1,None,parabolic,box sum
215,22098,118.02225,184.33424,139.5359,,,,1.55E+09,3.55E+10,102.15235,134.16682,131.51732,1,None,parabolic,box sum
216,22099,169.63163,184.25673,139.41039,,,,1.67E+09,3.94E+10,120.26275,136.76633,219.39024,1,None,parabolic,box sum
217,22100,163.69342,184.26098,139.52001,,,,2.09E+09,4.59E+10,81.06171,237.40812,136.47091,1,None,parabolic,box sum
